10,"CHICKEN MANURE, ADVANCES IN THE MICROSCOPIC RESEARCH, POLLUTION OF WATER, EFFECTS OF NITRATES IN HEALTH"
11,"CHICKEN MANURE, ADVANCES IN THE MICROSCOPIC RESEARCH, POLLUTION OF WATER, EFFECTS OF NITRATES IN HEALTH"
12,"TRAUMATOLOGY, CUENCA-ECUADOR, VICENTE CORRAL MOSCOSO, ARM INJURIES REGIONAL HOSPITAL"
13,"POLITICAL PARTIES, CONSTITUTIONAL LAW, THESIS IN LAW, DEMOCRATIC LEFT"
14,"PREMALIGNANT LESIONS, CUENCA-ECUADOR, FACULTY OF DENTISTRY, ORAL PATHOLOGY, MALIGNANT TUMORS, SALIVARY GLANDS, MALIGNANT LYMPHOMAS, KAPOSI'S SARCOMA"
15,"The IFRS, IAS, fiscal impact"
16,"Environmental management protective, dissertations, ancestral practices"
17,"MODERN ARCHITECTURE, ARNE JACOBSEN, OFFICE BUILDING JESPERSEN, ARNE JACOBSEN, NYAGER SKOLE, NYAGER SKOLE, THESIS OF MASTER OF PROJECTS ARCHITECTURAL ACCESS, RØDOVRE, SEAGRAM, TOURETTE"
18,"Ethnobotany - Medicinal plants, plants oleaginosas — study"
19,"FOOD, MEAT, DEHYDRATED FOOD, SOLAR DRYER"
20,"DOCUMENTARY, RELIGION, HOLY CHILD OF ISINCHE"
21,"BASIN, REALISM, PORTRAIT, THESIS IN VISUAL ARTS, PORTRAITURE, PORTRAIT AS DRAWING, PORTRAIT PAINTING, PORTRAIT ART"
22,"ECUADOR, MACHALA, GYNECOLOGY, UTERINE NEOPLASMS, MACHALA-ECUADOR, SOLCA FRIENDS"
23,"BIOMASS, AGROFORESTRY SYSTEMS, ANDEAN SPECIES"
24,"BASIN, DEVELOPMENT ECONOMIC, THESIS IN ECONOMICS, MECHANICAL METAL"
25,"AMAZON, INSTITUTIONAL VIDEO, HOSTERIA LIZANES, PUYO"
26,"INFORMATION, INSTITUTIONAL COMMUNICATION"
27,"MONETARISM, DEVELOPMENT PLANS, NATIONAL PLANS"
28,"Business Administration, strategic planning, environmental management - thesis, Pride - application, water - conservation"
29,"FOOD, MEAT, DEHYDRATED FOOD, SOLAR DRYER"
30,"INTERNAL CONTROL, FINANCIAL ENGINEERING, HUMAN RESOURCES, ADMINISTRATIVE CONTROL, SCHOOLS, HIGHER EDUCATION - AUDITS, ESPE, POLYTECHNIC SCHOOL OF THE ARMY, ESPE - MASTER HUMAN RESOURCES"
31,"Curriculum design, training comprehensive"
32,"ECOLOGICAL TOURISM, TOURIST CENTERS, GUACHUN, ECOLOGICAL ARCHITECTURE"
33,"Public administration, administrative law - thesis, autonomous governments"
34,"Agro-industries, agricultural sciences, effect of temperature and the time of soaking on germination of purple corn (Zea mays), QUINOA (Chenopodium quinoa) and AMARANTH (Amaranthus hypochondriacus), increase your protein"
35,"PRODUCTION, EXPORT, INTERNAL, ORGANIZATION CHARTS, MANAGEMENT ACCOUNTING, FLOWER COMPANIES CONTROL"
36,"Computer science, security"
37,"GLOBALIZATION, ECONOMICS THESIS IN ECONOMICS, ECUATORIANA, GUSTAVO NOBOA GOVERNMENT, IMF"
38,"Accounting and auditing - thesis, administrative auditing, business organization, management modifiers"
39,"STUDENTS, MATH, MATHEMATICAL REASONING, MATHEMATICAL REASONING LOGIC"
40,"COMMUNICATION, MASS"
41,"FOOD, MEAT, DEHYDRATED FOOD, SOLAR DRYER"
42,"INVESTMENT, FINANCIAL SERVICES, PROFITABILITY, FINANCIAL PLANNING, COOPERATIVE SAVINGS AND CREDIT KULLKI WASI"
43,"DRIVERS, CULTURE, LAW, PERCEPTIONS OF TRANSIT, QUALITATIVE RESEARCH, STATE OF DRUNKENNESS, INFRINGEMENT"
44,"BASIN, DEVELOPMENT ECONOMIC, THESIS IN ECONOMICS, MECHANICAL METAL"
45,"INTERIOR DESIGN, PARISH HOUSES, BATHS, DESIGN AND LIGHTING"
46,"Science of education - education - thesis, primary education, family relations - schools, student ethics"
47,"Geology, Civil Engineering - thesis, metals, soil - stabilization"
48,"FOOD, MEAT, DEHYDRATED FOOD, SOLAR DRYER"
49,"ECUADOR, SPECTRUM, RASPBERRY PI, OPEN, SOURCE ENERGY DETECTION, TVWS"
50,"Business Administration, strategic planning, environmental management - thesis, Pride - application, water - conservation"
51,"NEWSPAPERS, CHARACTERS, FILMS, DISCOURSE ANALYSIS, NARRATION, STEREOTYPES, FILM ANALYSIS, FILMIC DISCOURSE, STIGMATIZATION, SENSATIONALISM, SEX WORKERS"
52,"INFORMATION, INSTITUTIONAL COMMUNICATION"
53,"FOOD, MEAT, DEHYDRATED FOOD, SOLAR DRYER"
54,"PHARMACOVIGILANCE, THESIS IN BIOCHEMISTRY AND PHARMACY, HOSPITAL VICENTE CORRAL MOSCOSO"
55,"RESEARCH PROJECTS, CIVIL ENGINEERING, EXECUTIVE SUMMARIES MASTERS"
56,"COMMUNITY-BASED TOURISM, LOCAL DEVELOPMENT, SOCIO-ECONOMIC DEVELOPMENT"
57,"CHICKEN MANURE, ADVANCES IN THE MICROSCOPIC RESEARCH, POLLUTION OF WATER, EFFECTS OF NITRATES IN HEALTH"
58,"THESIS IN ELECTRICAL, TRANSMISSION ELECTRICITY ENGINEERING"
59,"REHABILITATE HONDA ENGINE"
60,"FINANCIAL MANAGEMENT, CONSTRUCTION COMPANIES, HOUSING, CASH FLOW"
61,"CUENCA, DISSERTATION IN SOCIAL COMMUNICATION, CUENCANA, POLITICAL MEDIA IN MEDIA"
62,"THE COMPANY, PRODUCT ANALYSIS, ANALYSIS OF CUSTOMERS, ORGANISATIONAL STRUCTURE OF THE STAFF"
63,"ARTHROSCOPY, CARTILAGINOUS LESIONS MENISCAL, LIGAMENTARIAS, MAGNETIC RESONANCE"
64,"Company optimizes business plans"
65,"SATELLITE IMAGES, ALGORITHMS, PRECIPITATION, HYDROLOGY, WATER RESOURCES, EVALUATION SATELLITE, RAIN GAUGE"
66,"ECUADOR, right, civic engagement"
67,"WASTE, PROPELLER, HYDRAULIC SYSTEM, HYDRODYNAMICS, AERATION, MIXING, SCENARIO ANALYSIS, TRACER EXPERIMENT, ALGAE, DIVERSITY AND DISTRIBUTION, LORENZ CURVE, POND SYSTEM, HABITAT SUITABILITY MODELLING, INTEGRATED ECOLOGICAL MODELLING, QUAL2KW, LOGISTIC REGRESSION, MODEL TREES, POND OF STABILIZATION"
68,"Environmental management protective, dissertations, ancestral practices"
69,"ARTHROSCOPY, CARTILAGINOUS LESIONS MENISCAL, LIGAMENTARIAS, MAGNETIC RESONANCE"
70,"CRIMINAL, PENAL ACTION, THESIS IN LAW, PENA-DERECHO CRIMINAL LAW"
71,"Ethnobotany - Medicinal plants, plants oleaginosas — study"
72,"ADMINISTRATION OF COMPANIES, MARKETING, ECONOMY, OPTIMIZATION, MARKETING, MARKET RESEARCH, MARKETING, STRATEGIC PLANNING, TOURISM, STUDY OF THE DEMAND, PRODUCT GROSS DOMESTIC, MATRIX, DIGITAL TELEVISION, ADVERTISING, QUALITY MANAGEMENT, MEDICINE, MICRO-ENVIRONMENT, PLANNING, MARKET SEGMENTATION, SECONDARY EDUCATION, MARKET RESEARCH"
73,"ECUADOR, ENVIRONMENTAL POLLUTION, CONAIE, SOCIAL MOVEMENTS, THESIS OF DIPLOMA DEGREE IN TERRITORIAL ECONOMIC DEVELOPMENT THESIS IN SOCIOLOGY, OVERTHROW PRESIDENTS, HEGEMONIC KITCHENS USE DOMESTIC, MUNICIPAL COMPANY BASIN AIR, MAX NEEF"
74,"RENEWABLE ENERGY, ENERGY, ENERGY SYSTEMS OF THE HYDROGEN, ENERGY VECTORS"
75,"Drinking water - Control, sewer - service"
76,"ELECTRIC MOTORS, TRANSPORT, INDUSTRIAL, CUTTING OF PROFILES CONTROL SYSTEMS, MACHINE CUTTING MACHINE"
77,"THESIS IN INDUSTRIAL TECHNOLOGY, ELECTRICAL ENGINEERING"
78,"Business planning"
79,"Media - Web 2.0"
80,"BODY EXPRESSION, INITIAL BODY SCHEME, PSYCHOMOTOR DEVELOPMENT, PSYCHOMOTOR LEARNING EDUCATION"
81,"CIVIL LAW, PATRIA POWER, THESIS IN LAW, FAMILY LAW, ADOLESCENTS TENURE AND TENURE OF CHILDREN"
82,"INVENTORY, COMPANY SISMODE, TOC METHODOLOGY"
83,"ADOLESCENCE, TECHNOLOGIES OF COMMUNICATION, CYBERBULLYING - SCHOOL, CYBERBULLYING - ORTEGA QUESTIONNAIRE"
84,"Ethnobotany - Medicinal plants, plants oleaginosas — study"
85,"STUDENTS, MATH, MATHEMATICAL REASONING, MATHEMATICAL REASONING LOGIC"
86,"THESIS IN INDUSTRIAL TECHNOLOGY, LATHE"
87,"DISABILITY FOOTBALL, PHYSICAL EDUCATION, SEERS, HOLIDAY COLONY, BLIND CHILD"
88,"REGIONAL DOCUMENTATION CENTRE UNIVERSITY OF CUENCA, DISINFECTANTS, STAPHYLOCOCCUS AUREUS, COLIFORMS, JUAN BAUTISTA VÁZQUEZ, COMPUTER KEYBOARDS"
89,"LESIONES_PREMALIGNAS, LEUKOPLAKIA, ERYTHROPLAKIA"
90,"Science of education - education - thesis, primary education, family relations - schools, student ethics"
91,"ECUADOR, SPECTRUM, RASPBERRY PI, OPEN, SOURCE ENERGY DETECTION, TVWS"
92,"NEONATOLOGY"
93,"FODA, Marketing, management, costs of projects, company, market research, Strategic Plan, insurance"
94,"FOOD, MEAT, DEHYDRATED FOOD, SOLAR DRYER"
95,"Ethnobotany - Medicinal plants, plants oleaginosas — study"
96,"INFORMATION, INSTITUTIONAL COMMUNICATION"
97,"WASTE, PROPELLER, HYDRAULIC SYSTEM, HYDRODYNAMICS, AERATION, MIXING, SCENARIO ANALYSIS, TRACER EXPERIMENT, ALGAE, DIVERSITY AND DISTRIBUTION, LORENZ CURVE, POND SYSTEM, HABITAT SUITABILITY MODELLING, INTEGRATED ECOLOGICAL MODELLING, QUAL2KW, LOGISTIC REGRESSION, MODEL TREES, POND OF STABILIZATION"
98,"ECUADOR, COMMUNITY CENTERS, INTERPRETIVE CENTER, DESIGNS AND PLANE, SPACE IN ARCHITECTURE, GALAPAGOS, PUERTO AYORA"
99,"THE COMPANY, PRODUCT ANALYSIS, ANALYSIS OF CUSTOMERS, ORGANISATIONAL STRUCTURE OF THE STAFF"
100,"CLEFT PALATE, CONGENITAL MALFORMATIONS, PREGNANCY COMPLICATIONS"
101,"FOOD, MEAT, DEHYDRATED FOOD, SOLAR DRYER"
102,"MOBILE TELEPHONY, PRODUCTIVITY, HUMAN, MANAGEMENT TALENT OF HUMAN TALENT, SKILLS, MANAGEMENT STRATEGIC, COMUNIKT S.A."
103,"VANET, UPDATE MAPS, VEHICULAR COMMUNICATION, NETWORK CODING, RANDOM SORT STRATEGY, VEHICULAR NETWORK"
104,"Media - Web 2.0"
105,"FOOD, MEAT, DEHYDRATED FOOD, SOLAR DRYER"
106,"PROCESSES, PLAN STRATEGIC, MARKETING, SWOT, PLANNING, STRATEGIC MANAGEMENT, MANAGEMENT STRATEGIC, INDUSTRY - PRINTING, PROJECTS - FILMING, LEGAL ADMINISTRATION, STRUCTURAL ORGANIZATIONAL, LEGAL PROCESSES"
107,"OPERATING SYSTEMS, WEB SERVICE, MOBILE APP, UNIVERSIDAD CATÓLICA DE SANTIAGO DE GUAYAQUIL, SMARTPHONE"
108,"Administration of companies, strategic management, business administration - Academic dissertations."
109,"FOOD, MEAT, DEHYDRATED FOOD, SOLAR DRYER"
110,"BASIN, DEVELOPMENT ECONOMIC, THESIS IN ECONOMICS, MECHANICAL METAL"
111,"Dentistry, indicacadores of management"
112,"SPORTS ACTIVITIES, PHYSICAL, PHYSICAL SPORTS ACTIVITIES"
113,"STUDENTS, MATH, MATHEMATICAL REASONING, MATHEMATICAL REASONING LOGIC"
114,"WASTE, PROPELLER, HYDRAULIC SYSTEM, HYDRODYNAMICS, AERATION, MIXING, SCENARIO ANALYSIS, TRACER EXPERIMENT, ALGAE, DIVERSITY AND DISTRIBUTION, LORENZ CURVE, POND SYSTEM, HABITAT SUITABILITY MODELLING, INTEGRATED ECOLOGICAL MODELLING, QUAL2KW, LOGISTIC REGRESSION, MODEL TREES, POND OF STABILIZATION"
115,"ECUADOR, RIGHT, VICTIMS, CRIMINAL PROCESS, MEASURES TO PROTECT WITNESSES"
116,"CRIMINAL LAW, THESIS IN LAW, CRIMES OF FIRE"
117,"FINANCIAL MANAGEMENT, CONSTRUCTION COMPANIES, HOUSING, CASH FLOW"
118,"INFORMATION, INSTITUTIONAL COMMUNICATION"
119,"SALIVA, ANTICOAGULANTS, PEPTIDES, ANTIPLATELET DRUGS"
120,"SEISMICITY, GULF OF GUAYAQUIL, TSUNAMI, NATURAL, BATHYMETRY, GEOLOGY OF NATURAL HAZARDS DISASTER PREVENTION"
121,"CUENCA, DISSERTATION IN SOCIAL COMMUNICATION, CUENCANA, POLITICAL MEDIA IN MEDIA"
122,"Ecuador, thesis, primary education, relationship family - school, home, and school"
123,"REHABILITATE HONDA ENGINE"
124,"LANGUAGE AND ENGLISH LITERATURE, JOHN GRISHAM, REDNECKS, UNITED STATES CIVIL RIGHTS"
125,"BASIN, ARCHITECTURAL VERNACULAR, THESIS IN ARCHITECTURE, ANDEAN ARCHITECTURE, RURAL ARCHITECTURE, QUINGEO"
126,"INSULIN, LABORATORY CLINICAL, BIOCHEMICAL ANALYSIS, THESIS IN BIOCHEMISTRY AND PHARMACY"
127,"PREVALENCE, HYPERTENSION, ADULT RISK FACTOR"
128,"-Dissertations, attention - psychology tests, intellectual ability, school - Loja, intelligence, Test of WISC III"
129,"Agro-industries, agricultural sciences, effect of temperature and the time of soaking on germination of purple corn (Zea mays), QUINOA (Chenopodium quinoa) and AMARANTH (Amaranthus hypochondriacus), increase your protein"
130,"ELECTRIC MOTORS, DC POWER, ELECTRIC VEHICLES, POWER SYSTEMS"
131,"Public administration, administrative law - thesis, autonomous governments"
132,"THESIS IN ELECTRICAL, TRANSMISSION ELECTRICITY ENGINEERING"
133,"GUACHAPALA, GYPSOPHILA BIOLOGICAL CONTROL"
134,"NEWSPAPERS, CHARACTERS, FILMS, DISCOURSE ANALYSIS, NARRATION, STEREOTYPES, FILM ANALYSIS, FILMIC DISCOURSE, STIGMATIZATION, SENSATIONALISM, SEX WORKERS"
135,"Recruitment and selection processes"
136,"INFORMATION, INSTITUTIONAL COMMUNICATION"
137,"TOURIST ATTRACTIONS, COMMUNITY BOILER"
138,"HISTORY OF ECUADOR, THESIS IN LAW, GEOPOLITICS, COLONIALISM, SOCIO-HISTORY"
139,"INFORMATION, INSTITUTIONAL COMMUNICATION"
140,"DESIGN, BIOREACTOR, TREATMENT PLANT, FOOD INDUSTRY, INDUSTRIAL EFFLUENT, BIOLOGICAL TREATMENT"
141,"INFORMATION, INSTITUTIONAL COMMUNICATION"
142,"SALES, SYSTEM COSTS, COST ACCOUNTING, ROLES, THESIS IN ACCOUNTING, SHRIMP AUSTROMAR, LOST AND PROFITS"
143,"VANET, UPDATE MAPS, VEHICULAR COMMUNICATION, NETWORK CODING, RANDOM SORT STRATEGY, VEHICULAR NETWORK"
144,"Company optimizes business plans"
145,"Eco lodge, economic development, Ecolodge, sustainability, tourism ecological"
146,"LANGUAGE AND ENGLISH LITERATURE, JOHN GRISHAM, REDNECKS, UNITED STATES CIVIL RIGHTS"
147,"ADOLESCENCE, TECHNOLOGIES OF COMMUNICATION, CYBERBULLYING - SCHOOL, CYBERBULLYING - ORTEGA QUESTIONNAIRE"
148,"CANAR, AGRICULTURAL PRODUCTION, THESIS IN SOCIAL WORK"
149,"Occupational Health Psychology-thesis, burnout syndrome"
150,"GUACHAPALA, GYPSOPHILA BIOLOGICAL CONTROL"
151,"FORECAST, EPILEPTIC CRISES, FEBRILE CRISIS, NEONATAL CRISIS"
152,"INDUSTRIAL PROCESSES, PUMP, FLUID MECHANICS"
153,"Environmental management protective, dissertations, ancestral practices"
154,"MOBILE TELEPHONY, PRODUCTIVITY, HUMAN, MANAGEMENT TALENT OF HUMAN TALENT, SKILLS, MANAGEMENT STRATEGIC, COMUNIKT S.A."
155,"E-COMMERCE, SALES MANAGEMENT, DISTRIBUTION CHAIN, SHOPPING ONLINE, MOTORCYCLE MARKETING AND BICYCLES, DIGITAL, ADVERTISING ON THE INTERNET PORTALS"
156,"Linked Data, library resources, computer systems and computer - thesis"
157,"BUILDINGS APARTMENTS, CONCRETE STRUCTURES, MULTIFAMILY HOUSING, APARTMENTS, BUILDING SANTA FE, TALL BUILDINGS"
158,"NEWSPAPERS, CHARACTERS, FILMS, DISCOURSE ANALYSIS, NARRATION, STEREOTYPES, FILM ANALYSIS, FILMIC DISCOURSE, STIGMATIZATION, SENSATIONALISM, SEX WORKERS"
159,"PERFORMANCE, BENCHMARK, METEOROLOGY, PARALLEL SCALING, HPC, METEOROLOGICAL RESEARCH, PROFILING, WRF"
160,"Geology, Civil Engineering - thesis, metals, soil - stabilization"
161,"Production process, strategy of market, Business Plan, financial Plan, soy, sports supplement"
162,"GUACHAPALA, GYPSOPHILA BIOLOGICAL CONTROL"
163,"WASTE, PROPELLER, HYDRAULIC SYSTEM, HYDRODYNAMICS, AERATION, MIXING, SCENARIO ANALYSIS, TRACER EXPERIMENT, ALGAE, DIVERSITY AND DISTRIBUTION, LORENZ CURVE, POND SYSTEM, HABITAT SUITABILITY MODELLING, INTEGRATED ECOLOGICAL MODELLING, QUAL2KW, LOGISTIC REGRESSION, MODEL TREES, POND OF STABILIZATION"
164,"Geology, Civil Engineering - thesis, metals, soil - stabilization"
165,"THESIS IN ELECTRICAL, DATA TRANSMISSION, TRANSMISSION OF INFORMATION ENGINEERING"
166,"THESIS IN ELECTRICAL, TRANSMISSION ELECTRICITY ENGINEERING"
167,"Master in management and Social Development - thesis, job skills, entrepreneurial organizations"
168,"MOBILE TELEPHONY, PRODUCTIVITY, HUMAN, MANAGEMENT TALENT OF HUMAN TALENT, SKILLS, MANAGEMENT STRATEGIC, COMUNIKT S.A."
169,"ECUADOR, COMMUNITY CENTERS, INTERPRETIVE CENTER, DESIGNS AND PLANE, SPACE IN ARCHITECTURE, GALAPAGOS, PUERTO AYORA"
170,"DYSLIPIDEMIA, ACQUIRED IMMUNODEFICIENCY SYNDROME, HYPERTRIGLYCERIDEMIA, TARGA, ANTIRETROVIRAL THERAPY"
171,"FOOD, MEAT, DEHYDRATED FOOD, SOLAR DRYER"
172,"COMMERCIAL LAW, THESIS IN LAW, CORPORATIONS"
173,"PROVINCE OF RIVERS, SLOPE, LAND, PACALORI, ROCKFILL DUMP PROJECT DAMS, SLAB OF CONCRETE, WAVES"
174,"Environmental management protective, dissertations, ancestral practices"
175,"AUDIT, ISO, FINANCIAL MANAGEMENT, QUALITY MANAGEMENT STANDARDS"
176,"ARTHROSCOPY, CARTILAGINOUS LESIONS MENISCAL, LIGAMENTARIAS, MAGNETIC RESONANCE"
177,"BIOMASS, AGROFORESTRY SYSTEMS, ANDEAN SPECIES"
178,"MEDICINAL PLANTS, LIVESTOCK, IMMUNOLOGICAL COMPOUNDS, CONTROL OF TICKS, EXTERNAL PARASITES"
179,"Public administration, administrative law - thesis, autonomous governments"
180,"ECUADOR, law, the income tax"
181,"BASIN, ARCHITECTURAL VERNACULAR, THESIS IN ARCHITECTURE, ANDEAN ARCHITECTURE, RURAL ARCHITECTURE, QUINGEO"
182,"STUDENTS, CHILDREN, PRESCHOOL, ANTHROPOMETRY, CUENCA-ECUADOR, EDUCATION ON HEALTH KNOWLEDGE ATTITUDES AND PRACTICES IN HEALTH, POSTURE"
183,"THE COMPANY, PRODUCT ANALYSIS, ANALYSIS OF CUSTOMERS, ORGANISATIONAL STRUCTURE OF THE STAFF"
184,"MARKETING, QUITO, RIO AUSTRALIAN LOBSTER CULTIVATION"
185,"BASIN, ARCHITECTURAL VERNACULAR, THESIS IN ARCHITECTURE, ANDEAN ARCHITECTURE, RURAL ARCHITECTURE, QUINGEO"
186,"Gastronomy, Macara - Loja, Macara - tourism"
187,"Company optimizes business plans"
188,"INFORMATION, INSTITUTIONAL COMMUNICATION"
189,"REHABILITATE HONDA ENGINE"
